bedrooms,bathrooms,building_size,land_size,car_spaces,floors_total,maidrooms,village,subdistrict,city,price
4,3,300.0,84.0,0,1,0,ANCOL,PADEMANGAN,JAKARTA UTARA,2500000000.0
4,3,140.0,105.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,3000000000.0
4,4,198.0,197.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,6000000000.0
4,4,222.75,74.25,0,1,0,ANCOL,PADEMANGAN,JAKARTA UTARA,2000000000.0
4,3,100.0,102.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,3300000000.0
4,4,220.0,90.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,2450000000.0
4,4,225.0,90.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,2700000000.0
4,5,300.0,160.0,0,1,0,KELAPA GADING TIMUR,KELAPA GADING,JAKARTA UTARA,5700000000.0
4,5,250.0,135.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,3500000000.0
5,4,176.0,120.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,4000000000.0
5,4,250.0,120.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,3500000000.0
2,1,30.0,60.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,485000000.0
4,3,130.0,90.0,0,1,0,KELAPA GADING TIMUR,KELAPA GADING,JAKARTA UTARA,3000000000.0
5,5,300.0,150.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,2500000000.0
5,4,150.0,90.0,0,1,0,KELAPA GADING TIMUR,KELAPA GADING,JAKARTA UTARA,2460000000.0
5,5,225.0,96.0,0,1,0,KAMAL MUARA,PENJARINGAN,JAKARTA UTARA,12777000000.0
6,5,350.0,180.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,9000000000.0
4,5,300.0,160.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,4500000000.0
3,3,355.0,220.0,0,1,0,KAMAL MUARA,PENJARINGAN,JAKARTA UTARA,5700000000.0
4,3,500.0,404.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,5500000000.0
5,4,477.0,427.0,0,1,0,KAMAL MUARA,PENJARINGAN,JAKARTA UTARA,7000000000.0
2,2,55.0,33.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,850000000.0
3,3,159.0,145.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,3200000000.0
7,6,391.0,336.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,10000000000.0
1,1,220.0,234.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,6500000000.0
5,4,520.0,145.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,4500000000.0
3,2,110.0,58.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,1200000000.0
4,4,180.0,152.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,3200000000.0
4,3,200.0,120.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,2850000000.0
5,2,111.0,111.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,2600000000.0
4,2,150.0,158.0,0,1,0,SUNTER AGUNG,TANJUNG PRIOK,JAKARTA UTARA,3600000000.0
3,2,170.0,108.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,3200000000.0
3,2,170.0,90.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,2900000000.0
4,4,205.0,236.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,4800000000.0
2,2,90.0,172.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,1950000000.0
6,3,230.0,95.0,0,1,0,PADEMANGAN TIMUR,PADEMANGAN,JAKARTA UTARA,1800000000.0
3,2,170.0,120.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,3300000000.0
3,4,200.0,160.0,1,1,0,PLUIT,PENJARINGAN,JAKARTA UTARA,4600000000.0
3,2,191.0,98.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,2800000000.0
